Configuration log weight                          
13.2277                                           
18.6072                                           
23.3476                                           
27.9927                                           
33.1093                                           
33.9735                                           
40.4515                                           
43.9093                                           
49.6755                                           
51.3178                                           
56.0956                                           
55.9                                              
64.6973                                           
66.5346                                           
74.1525                                           
71.0365                                           
74.659                                            
71.6989                                           
72.5948                                           
77.2011                                           
78.0086                                           
78.2501                                           
79.5103                                           
81.9819                                           
85.352                                            
87.8854                                           
93.0669                                           
97.4627                                           
96.4561                                           
95.929                                            
96.9775                                           
100.793                                           
105.295                                           
105.223                                           
102.373                                           
105.883                                           
108.086                                           
108.257                                           
106.614                                           
104.581                                           
103.23                                            
107.059                                           
105.851                                           
107.355                                           
108.276                                           
111.93                                            
109.691                                           
108.998                                           
113.582                                           
113.198                                           
113.973                                           
116.021                                           
115.901                                           
115.182                                           
118.165                                           
115.833                                           
116.634                                           
115.453                                           
116.795                                           
120.317                                           
118.702                                           
115.017                                           
118.074                                           
118.204                                           
119.685                                           
119.782                                           
115.316                                           
113.572                                           
112.804                                           
111.753                                           
110.136                                           
109.27                                            
111.952                                           
107.005                                           
105.894                                           
105.2                                             
106.44                                            
109.593                                           
106.575                                           
106.943                                           
102.707                                           
104.683                                           
104.617                                           
101.888                                           
106.271                                           
103.833                                           
105.343                                           
106.801                                           
106.103                                           
104.912                                           
105.67                                            
105.446                                           
105.126                                           
104.422                                           
101.223                                           
105.363                                           
106.686                                           
109.188                                           
110.426                                           
110.689                                           
112.139                                           
111.783                                           
112.025                                           
108.965                                           
111.727                                           
114.107                                           
113.029                                           
111.067                                           
111.951                                           
118.791                                           
117.767                                           
117.901                                           
118.092                                           
113.487                                           
109.451                                           
111.632                                           
114.609                                           
115.043                                           
117.99                                            
118.698                                           
115.948                                           
114.775                                           
114.572                                           
116.98                                            
113.052                                           
114.69                                            
112.47                                            
115.859                                           
115.156                                           
115.74                                            
115.21                                            
111.974                                           
112.936                                           
112.66                                            
111.489                                           
113.268                                           
112.976                                           
114.474                                           
114.109                                           
114.977                                           
112.643                                           
115.005                                           
113.873                                           
115.23                                            
114.331                                           
115.829                                           
113.315                                           
111.63                                            
111.136                                           
106.843                                           
106.56                                            
108.055                                           
107.514                                           
112.973                                           
112.44                                            
112.959                                           
112.75                                            
